Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip Start,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,1924,1924,10.9,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),7,1121,1213,4.5,4.6
All Vehicles - StL All Vehicles Volume,Trip Start,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,1263,1263,2.5,2.5
All Vehicles - StL All Vehicles Volume,Trip Start,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,1181,1468,2.1,3.2
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1344,1729,1767,8.8,9.0
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),7,2064,2793,11.1,16.8
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),150,1681,1699,7.7,7.8
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),620,1681,1718,8.2,8.4
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),324,1904,1932,9.7,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),244,1644,1686,9.6,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1876,1760,1796,9.1,9.3
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),8,2027,2863,10.2,16.3
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),232,1684,1698,7.7,7.8
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),810,1720,1761,8.6,8.8
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),450,1960,1983,10.1,10.2
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),376,1647,1685,9.8,9.9
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),514,1495,1538,6.9,7.2
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),4,1673,2151,12.2,15.9
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),25,1497,1601,6.2,7.2
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),283,1493,1523,6.5,6.7
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),132,1488,1542,7.0,7.3
All Vehicles - StL All Vehicles Volume,Trip Start,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),69,1514,1535,8.5,8.6
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),880,2094,2124,13.8,13.9
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),5,1939,2032,10.0,10.2
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),46,1861,1894,11.1,11.1
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),311,1816,1846,10.7,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),334,2519,2548,17.9,17.9
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),184,1860,1885,12.5,12.6
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1221,2121,2148,14.0,14.1
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),6,2003,2123,9.9,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),64,1896,1925,11.1,11.2
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),387,1812,1843,10.5,10.7
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),481,2554,2581,18.2,18.2
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),283,1862,1882,12.5,12.6
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),269,1886,1931,12.6,12.8
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1724,1793,9.3,13.9
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,1622,1649,11.4,11.3
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),143,1738,1748,10.4,10.5
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),83,2196,2262,16.7,16.8
All Vehicles - StL All Vehicles Volume,Trip Start,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),29,1860,2014,12.3,13.1
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),394,1747,1814,9.3,9.6
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1610,1610,9.8,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),26,1741,1810,9.0,9.2
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),153,1637,1719,8.1,8.5
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),137,1951,2019,10.1,10.4
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),77,1608,1645,10.2,10.4
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),534,1748,1816,9.4,9.7
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1812,1812,8.2,8.2
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),35,1786,1837,9.0,9.1
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),183,1568,1661,7.4,7.9
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),195,1985,2055,10.5,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),120,1624,1658,10.6,10.7
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),136,1687,1761,9.5,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1507,1507,16.5,16.5
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),5,1406,1406,8.0,8.0
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),82,1790,1846,10.8,10.9
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),30,1560,1694,7.3,8.1
All Vehicles - StL All Vehicles Volume,Trip Start,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),18,1531,1614,7.4,7.7
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),158,2060,2078,13.3,13.5
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,2570,2570,20.0,20.0
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),7,1870,1877,9.7,9.7
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),45,1682,1698,10.1,10.2
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),78,2338,2366,14.9,15.2
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),27,1908,1907,14.8,14.8
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),230,2072,2089,13.6,13.7
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,1791,1791,6.2,6.2
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),9,2018,2025,10.0,9.9
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),61,1651,1669,10.0,10.1
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),115,2357,2384,15.1,15.4
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),44,1907,1907,15.0,15.0
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),12,1650,1781,12.1,12.5
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1556,1556,13.8,13.8
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),2,1264,1264,6.3,6.3
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),4,2142,2003,15.2,14.0
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),3,1305,1953,12.9,15.4
All Vehicles - StL All Vehicles Volume,Trip Start,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,1695,1695,10.2,10.2
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),93,1270,1360,5.2,5.5
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1295,1273,6.1,6.1
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),4,1233,1293,6.0,6.1
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),30,1365,1409,5.9,6.0
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),34,1249,1417,4.8,5.5
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),22,1171,1220,4.5,4.6
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),104,1321,1404,5.5,5.8
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,1509,1442,6.0,6.0
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),5,1288,1315,6.3,6.3
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),32,1474,1495,6.6,6.6
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),39,1254,1424,4.8,5.4
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),25,1225,1274,4.9,5.0
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),74,1101,1149,4.2,4.4
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),4,1025,1025,3.3,3.3
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1300,1340,4.7,5.3
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),28,1159,1221,4.8,4.9
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),22,1073,1127,4.2,4.5
All Vehicles - StL All Vehicles Volume,Trip Start,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),17,1020,1042,3.1,3.2
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1235,1711,1743,8.8,8.9
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,2217,2124,8.3,8.5
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),88,1524,1571,6.9,7.2
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),581,1711,1748,7.5,7.6
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),331,1811,1842,10.3,10.4
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),233,1642,1656,10.6,10.6
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1760,1717,1746,8.9,9.0
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,2140,2117,10.6,11.0
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),123,1570,1613,7.0,7.3
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),793,1717,1753,7.4,7.5
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),462,1811,1837,10.3,10.4
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),381,1649,1663,10.8,10.8
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),235,1605,1666,9.3,9.5
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,2506,2243,5.9,5.3
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),12,1524,1818,8.3,9.7
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),144,1632,1678,9.4,9.6
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),63,1580,1640,9.6,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),14,1377,1436,7.6,8.0
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),46,1769,1787,12.6,12.7
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,4797,4797,11.0,11.0
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),2,1732,1732,7.7,7.7
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),25,1561,1579,10.1,10.1
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),14,2056,2051,14.9,14.8
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),5,1951,2041,20.5,21.6
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),74,1769,1781,12.7,12.8
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,4797,4797,11.0,11.0
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),4,1726,1726,7.6,7.6
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),38,1553,1558,10.1,10.1
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),24,2020,2016,14.6,14.5
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),8,1967,2058,20.8,21.8
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,1788,1788,15.8,15.8
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,2017,2017,18.6,18.6
All Vehicles - StL All Vehicles Volume,Trip Start,745,SLCC West,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,1101,1101,7.4,7.4
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),35,1728,1765,12.7,12.9
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,1043,1043,1.4,1.4
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),3,1291,1437,8.3,9.0
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),20,1757,1784,12.5,12.8
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),7,1746,1785,11.5,11.7
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),4,1908,1931,19.9,19.6
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),48,1728,1761,12.6,12.8
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1240,1240,1.8,1.8
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),4,1214,1405,7.1,8.1
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),28,1753,1769,12.5,12.7
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),11,1737,1794,11.4,11.7
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),5,1955,1955,20.3,20.3
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4,1453,1429,9.0,8.9
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,649,649,0.8,0.8
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,2526,2526,15.8,15.8
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,2005,2005,16.5,16.5
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,963,998,1.7,3.8
All Vehicles - StL All Vehicles Volume,Trip Start,746,SLCC Airport,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,874,874,3.9,3.9
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),58,1886,1923,9.9,10.0
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,1148,1148,5.0,5.0
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),3,1920,1983,7.2,7.1
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),19,1848,1903,9.0,9.2
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),19,2009,2053,9.9,9.9
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),17,1776,1783,11.5,11.4
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),71,1766,1817,10.1,10.1
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,1148,1148,5.0,5.0
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),2,1683,1683,6.4,6.4
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),20,1751,1842,8.7,9.1
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),24,1809,1877,9.3,9.3
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),25,1748,1756,12.3,12.1
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),35,2369,2386,9.8,9.8
All Vehicles - StL All Vehicles Volume,Trip Start,760,USU Kaysville,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),4,2374,2503,8.4,8.1
