Mode of Travel,Intersection Type,Zone ID,Zone Name,Zone Is Pass-Through,Zone Direction (degrees),Zone is Bi-Direction,Day Type,Day Part,Average Daily Zone Traffic (StL Volume),Avg Travel Time (sec),Avg All Travel Time (sec),Avg Trip Length (mi),Avg All Trip Length (mi)
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),2,1362,2271,3.5,4.9
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),4,2462,2605,11.4,11.3
All Vehicles - StL All Vehicles Volume,Trip End,1577,USU Salt Lake,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),1,3922,3922,66.7,66.7
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),4079,1838,1870,10.5,10.7
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),43,1631,1679,13.8,14.1
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),1439,1883,1902,11.1,11.2
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),1363,1732,1761,9.9,10.0
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),993,1945,1991,10.6,10.9
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),240,1769,1822,9.1,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),5848,1829,1859,10.1,10.3
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),56,1569,1613,12.8,13.0
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),2140,1885,1905,10.9,11.0
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),1862,1715,1742,9.5,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),1455,1923,1969,10.1,10.4
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),335,1734,1780,8.7,8.9
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1159,1810,1836,12.2,12.3
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),8,2101,2124,19.7,19.8
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),270,1812,1822,13.9,13.9
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),552,1774,1806,11.7,11.8
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),262,1913,1930,12.5,12.4
All Vehicles - StL All Vehicles Volume,Trip End,1580,SLCC Main,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),66,1658,1738,7.5,8.0
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),25,1345,1418,6.5,6.7
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,1890,2778,8.6,12.3
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),7,1284,1284,6.4,6.4
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),10,1163,1203,5.1,5.5
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),5,1640,1640,8.6,8.6
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),2,1579,1955,7.2,7.7
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),37,1394,1417,7.0,7.0
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),0,2079,2079,10.6,10.6
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),11,1314,1314,6.9,6.9
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),14,1217,1239,5.6,5.8
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),8,1712,1712,9.3,9.3
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),3,1548,1748,6.6,6.9
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),13,1086,1475,3.5,5.2
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,2225,4667,4.2,18.3
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),3,1063,1063,2.5,2.5
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),6,895,1028,3.0,4.3
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),1,1048,1048,1.7,1.7
All Vehicles - StL All Vehicles Volume,Trip End,1607,SLCC Herriman,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),2,1853,2698,9.5,9.8
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1609,1739,1764,9.1,9.2
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),3,1563,1563,9.6,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),659,1800,1811,9.5,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),528,1592,1622,8.1,8.3
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),319,1857,1888,9.6,9.8
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),100,1741,1810,9.1,9.4
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),2258,1778,1802,9.3,9.5
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),4,1470,1470,8.5,8.5
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),954,1838,1847,9.8,9.9
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),664,1618,1651,8.4,8.7
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),487,1892,1919,9.8,9.9
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),150,1731,1804,9.0,9.2
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),603,1491,1513,7.4,7.5
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1907,1907,17.3,17.3
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),163,1453,1468,7.7,7.8
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),318,1477,1496,7.0,7.1
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),94,1564,1595,7.6,7.9
All Vehicles - StL All Vehicles Volume,Trip End,1776,SLCC Jordan,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),27,1633,1694,8.9,9.0
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),986,2097,2119,15.1,15.2
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),8,2482,2510,28.1,28.4
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),441,2240,2258,17.5,17.6
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),253,1743,1768,11.4,11.4
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),228,2160,2195,13.2,13.5
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),56,2228,2248,17.5,17.6
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1362,2103,2121,14.9,14.9
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),12,2468,2500,27.8,28.1
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),593,2271,2285,17.6,17.7
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),333,1739,1764,11.7,11.7
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),347,2136,2164,12.6,12.8
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),76,2140,2152,15.1,15.1
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),313,2013,2056,16.9,17.1
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,1882,1882,8.5,8.5
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),147,2040,2089,17.4,17.6
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),103,1641,1674,10.1,10.2
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),41,2167,2275,18.9,19.9
All Vehicles - StL All Vehicles Volume,Trip End,1886,SLCC Miller,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),22,3222,3222,40.2,40.2
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),439,1893,1925,10.9,11.1
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1740,1821,16.4,16.9
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),123,1908,1930,11.5,11.7
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),158,1679,1710,9.9,10.1
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),141,2135,2175,11.8,11.9
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),15,1742,1785,8.9,9.1
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),599,1913,1944,10.7,10.9
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),2,1220,1326,8.6,10.2
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),163,1931,1959,10.9,11.3
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),199,1650,1688,9.4,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),219,2153,2180,11.9,12.0
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),16,1766,1824,9.1,9.6
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),128,1851,1857,11.9,11.9
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,1373,1373,3.8,3.8
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),38,1710,1710,13.3,13.3
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),59,1914,1918,11.9,11.9
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),18,1999,2012,11.4,11.5
All Vehicles - StL All Vehicles Volume,Trip End,1908,UofU Sandy,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),12,1799,1815,8.5,8.6
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),216,1853,1858,12.9,12.9
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),4,760,760,2.3,2.3
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),102,1976,1980,14.7,14.8
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),57,1702,1712,11.4,11.4
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),48,1853,1858,11.7,11.7
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),4,2059,2059,14.0,14.0
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),315,1870,1877,13.0,13.0
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),8,752,752,2.2,2.2
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),143,2023,2029,15.0,15.1
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),79,1712,1727,11.6,11.6
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),79,1845,1848,11.6,11.6
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),6,2060,2060,14.5,14.5
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),17,1444,1429,10.5,10.3
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),0,603,603,2.3,2.3
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),9,1162,1156,9.2,9.0
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),5,2063,2010,14.6,14.1
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),2,1226,1226,8.1,8.1
All Vehicles - StL All Vehicles Volume,Trip End,2099,UVU Thanksgiving Point,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),0,891,891,0.4,0.4
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),102,1431,1530,5.5,5.9
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),1,1943,1943,7.4,7.4
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),11,1229,1271,4.7,4.9
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),35,1387,1459,5.3,5.7
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),44,1519,1553,5.9,6.0
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),11,1368,1883,5.1,7.0
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),114,1453,1536,5.5,5.8
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),1,1642,1642,7.8,7.8
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),13,1221,1259,4.2,4.3
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),35,1476,1540,5.6,5.9
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),55,1508,1533,5.9,6.0
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),10,1321,1879,3.9,6.1
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),85,1373,1519,5.5,6.1
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),1,2166,2166,7.0,7.0
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),9,1271,1277,7.0,6.9
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),34,1277,1378,4.9,5.4
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),26,1477,1530,5.3,5.7
All Vehicles - StL All Vehicles Volume,Trip End,521,WSU West,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),14,1433,1989,6.3,8.4
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),1385,1731,1757,8.8,8.9
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),6,1221,1226,8.1,8.3
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),553,1892,1903,9.5,9.6
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),427,1430,1476,6.7,6.9
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),355,1856,1888,10.1,10.3
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),43,1612,1652,8.5,8.7
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),1981,1738,1764,8.8,8.9
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),9,1283,1289,8.7,8.9
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),788,1902,1912,9.6,9.7
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),568,1395,1441,6.3,6.5
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),555,1870,1902,10.2,10.4
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),62,1606,1654,9.1,9.3
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),0: All Day (12am-12am),254,1576,1615,8.9,9.1
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),2,705,705,3.6,3.6
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),81,1648,1672,8.9,9.1
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),124,1559,1620,9.3,9.7
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),37,1487,1496,8.4,8.3
All Vehicles - StL All Vehicles Volume,Trip End,693,WSU Davis,no,N/A,no,2: Weekend Day (Sa-Su),5: Late PM (7pm-12am),10,1645,1662,6.6,6.5
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),52,1686,1686,10.8,10.8
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),2,1376,1376,4.7,4.7
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,0: All Days (M-Su),2: Peak AM (6am-10am),19,1640,1640,10.6,10.6
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,0: All Days (M-Su),3: Mid-Day (10am-3pm),22,1753,1753,12.2,12.2
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,0: All Days (M-Su),4: Peak PM (3pm-7pm),10,1692,1692,9.4,9.4
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,0: All Days (M-Su),5: Late PM (7pm-12am),0,1113,1113,2.9,2.9
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,1: Weekday (M-Th),0: All Day (12am-12am),83,1680,1680,10.5,10.5
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,1: Weekday (M-Th),1: Early AM (12am-6am),3,1473,1473,5.2,5.2
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,1: Weekday (M-Th),2: Peak AM (6am-10am),28,1662,1662,10.9,10.9
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,1: Weekday (M-Th),3: Mid-Day (10am-3pm),35,1703,1703,11.3,11.3
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,1: Weekday (M-Th),4: Peak PM (3pm-7pm),17,1712,1712,9.4,9.4
All Vehicles - StL All Vehicles Volume,Trip End,745,SLCC West,no,N/A,no,1: Weekday (M-Th),5: Late PM (7pm-12am),0,1113,1113,2.9,2.9
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),0: All Day (12am-12am),56,1615,1621,14.5,14.3
All Vehicles - StL All Vehicles Volume,Trip End,746,SLCC Airport,no,N/A,no,0: All Days (M-Su),1: Early AM (12am-6am),0,1403,1403,7.1,7.1
