Mode of Travel,Origin Zone ID,Origin Zone Name,Origin Zone Is Pass-Through,Origin Zone Direction (degrees),Origin Zone is Bi-Direction,Origin Zone Source,Destination Zone ID,Destination Zone Name,Destination Zone Is Pass-Through,Destination Zone Direction (degrees),Destination Zone is Bi-Direction,Destination Zone Source,Day Type,Day Part,Average Daily O-D Traffic (StL Volume),Average Daily Origin Zone Traffic (StL Volume),Average Daily Destination Zone Traffic (StL Volume),Avg Travel Time (sec)
All Vehicles - StL All Vehicles Volume,"",'490351107022',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4023
All Vehicles - StL All Vehicles Volume,"",'490351107022',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4023
All Vehicles - StL All Vehicles Volume,"",'490351107022',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,4023
All Vehicles - StL All Vehicles Volume,"",'490351107022',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,4023
All Vehicles - StL All Vehicles Volume,"",'490351111033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4887
All Vehicles - StL All Vehicles Volume,"",'490351111033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4887
All Vehicles - StL All Vehicles Volume,"",'490351111033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4887
All Vehicles - StL All Vehicles Volume,"",'490351111033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,4887
All Vehicles - StL All Vehicles Volume,"",'490351119062',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4701
All Vehicles - StL All Vehicles Volume,"",'490351119062',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,4701
All Vehicles - StL All Vehicles Volume,"",'490351119062',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,4701
All Vehicles - StL All Vehicles Volume,"",'490351119062',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,N/A,27,4701
All Vehicles - StL All Vehicles Volume,"",'490351123012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,6432
All Vehicles - StL All Vehicles Volume,"",'490351123012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,6124
All Vehicles - StL All Vehicles Volume,"",'490351123012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,6638
All Vehicles - StL All Vehicles Volume,"",'490351123012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,N/A,91,5737
All Vehicles - StL All Vehicles Volume,"",'490351123012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),1,N/A,36,6124
All Vehicles - StL All Vehicles Volume,"",'490351123012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,N/A,27,4962
All Vehicles - StL All Vehicles Volume,"",'490351123021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5694
All Vehicles - StL All Vehicles Volume,"",'490351123021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5694
All Vehicles - StL All Vehicles Volume,"",'490351123021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5694
All Vehicles - StL All Vehicles Volume,"",'490351123021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,5694
All Vehicles - StL All Vehicles Volume,"",'490351126054',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5562
All Vehicles - StL All Vehicles Volume,"",'490351126054',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5562
All Vehicles - StL All Vehicles Volume,"",'490351126054',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5562
All Vehicles - StL All Vehicles Volume,"",'490351126054',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,5562
All Vehicles - StL All Vehicles Volume,"",'490351128172',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4918
All Vehicles - StL All Vehicles Volume,"",'490351128172',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4918
All Vehicles - StL All Vehicles Volume,"",'490351128172',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4918
All Vehicles - StL All Vehicles Volume,"",'490351128172',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,4918
All Vehicles - StL All Vehicles Volume,"",'490351129072',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5033
All Vehicles - StL All Vehicles Volume,"",'490351129072',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5033
All Vehicles - StL All Vehicles Volume,"",'490351129072',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,5033
All Vehicles - StL All Vehicles Volume,"",'490351129072',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,5033
All Vehicles - StL All Vehicles Volume,"",'490351129162',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5843
All Vehicles - StL All Vehicles Volume,"",'490351129162',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,5843
All Vehicles - StL All Vehicles Volume,"",'490351129162',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5843
All Vehicles - StL All Vehicles Volume,"",'490351129162',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),0,N/A,33,5843
All Vehicles - StL All Vehicles Volume,"",'490351129212',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,6306
All Vehicles - StL All Vehicles Volume,"",'490351129212',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,6306
All Vehicles - StL All Vehicles Volume,"",'490351129212',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,6306
All Vehicles - StL All Vehicles Volume,"",'490351129212',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),0,N/A,33,6306
All Vehicles - StL All Vehicles Volume,"",'490351130142',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5208
All Vehicles - StL All Vehicles Volume,"",'490351130142',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5208
All Vehicles - StL All Vehicles Volume,"",'490351130142',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,5208
All Vehicles - StL All Vehicles Volume,"",'490351130142',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,5208
All Vehicles - StL All Vehicles Volume,"",'490351130161',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,7669
All Vehicles - StL All Vehicles Volume,"",'490351130161',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,7669
All Vehicles - StL All Vehicles Volume,"",'490351130191',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4872
All Vehicles - StL All Vehicles Volume,"",'490351130191',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,4872
All Vehicles - StL All Vehicles Volume,"",'490351133053',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4377
All Vehicles - StL All Vehicles Volume,"",'490351133053',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4377
All Vehicles - StL All Vehicles Volume,"",'490351133053',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4377
All Vehicles - StL All Vehicles Volume,"",'490351133053',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,4377
All Vehicles - StL All Vehicles Volume,"",'490351133061',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5027
All Vehicles - StL All Vehicles Volume,"",'490351133061',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5027
All Vehicles - StL All Vehicles Volume,"",'490351133061',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,5027
All Vehicles - StL All Vehicles Volume,"",'490351133061',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,5027
All Vehicles - StL All Vehicles Volume,"",'490351133081',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4121
All Vehicles - StL All Vehicles Volume,"",'490351133081',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,4121
All Vehicles - StL All Vehicles Volume,"",'490351133081',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,4121
All Vehicles - StL All Vehicles Volume,"",'490351133081',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,N/A,27,4121
All Vehicles - StL All Vehicles Volume,"",'490351135092',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,3332
All Vehicles - StL All Vehicles Volume,"",'490351135092',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,3332
All Vehicles - StL All Vehicles Volume,"",'490351135092',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,N/A,91,3332
All Vehicles - StL All Vehicles Volume,"",'490351135092',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,3332
All Vehicles - StL All Vehicles Volume,"",'490351135342',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4683
All Vehicles - StL All Vehicles Volume,"",'490351135342',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4683
All Vehicles - StL All Vehicles Volume,"",'490351138021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5069
All Vehicles - StL All Vehicles Volume,"",'490351138021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5069
All Vehicles - StL All Vehicles Volume,"",'490351138021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5069
All Vehicles - StL All Vehicles Volume,"",'490351138021',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,5069
All Vehicles - StL All Vehicles Volume,"",'490351139032',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5116
All Vehicles - StL All Vehicles Volume,"",'490351139032',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5116
All Vehicles - StL All Vehicles Volume,"",'490351139044',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,6077
All Vehicles - StL All Vehicles Volume,"",'490351139044',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,6077
All Vehicles - StL All Vehicles Volume,"",'490351139044',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,6077
All Vehicles - StL All Vehicles Volume,"",'490351139044',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,6077
All Vehicles - StL All Vehicles Volume,"",'490351139071',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5009
All Vehicles - StL All Vehicles Volume,"",'490351139071',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,5009
All Vehicles - StL All Vehicles Volume,"",'490351139071',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5009
All Vehicles - StL All Vehicles Volume,"",'490351139071',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),2: Peak AM (6am-10am),0,N/A,33,5009
All Vehicles - StL All Vehicles Volume,"",'490351140001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4011
All Vehicles - StL All Vehicles Volume,"",'490351140001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4011
All Vehicles - StL All Vehicles Volume,"",'490351140001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4011
All Vehicles - StL All Vehicles Volume,"",'490351140001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,4011
All Vehicles - StL All Vehicles Volume,"",'490351141001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,6410
All Vehicles - StL All Vehicles Volume,"",'490351141001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,6410
All Vehicles - StL All Vehicles Volume,"",'490351141001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1,N/A,91,6410
All Vehicles - StL All Vehicles Volume,"",'490351141001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),1,N/A,12,6410
All Vehicles - StL All Vehicles Volume,"",'490351143002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4204
All Vehicles - StL All Vehicles Volume,"",'490351143002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4204
All Vehicles - StL All Vehicles Volume,"",'490351143002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,4204
All Vehicles - StL All Vehicles Volume,"",'490351143002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,4204
All Vehicles - StL All Vehicles Volume,"",'490351143003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5075
All Vehicles - StL All Vehicles Volume,"",'490351143003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,5075
All Vehicles - StL All Vehicles Volume,"",'490351143003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,5075
All Vehicles - StL All Vehicles Volume,"",'490351143003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),3: Mid-Day (10am-3pm),0,N/A,36,5075
All Vehicles - StL All Vehicles Volume,"",'490351145003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4462
All Vehicles - StL All Vehicles Volume,"",'490351145003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4462
All Vehicles - StL All Vehicles Volume,"",'490351145003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,6025
All Vehicles - StL All Vehicles Volume,"",'490351145003',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,6025
All Vehicles - StL All Vehicles Volume,"",'490351147002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,3793
All Vehicles - StL All Vehicles Volume,"",'490351147002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),2: Peak AM (6am-10am),0,N/A,26,3793
All Vehicles - StL All Vehicles Volume,"",'490351147002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,3793
All Vehicles - StL All Vehicles Volume,"",'490351147002',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),2: Peak AM (6am-10am),0,N/A,12,3793
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,4211
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,4408
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,3424
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,4408
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,4408
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,3424
All Vehicles - StL All Vehicles Volume,"",'490359800001',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,N/A,27,3424
All Vehicles - StL All Vehicles Volume,"",'490399721006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,9841
All Vehicles - StL All Vehicles Volume,"",'490399721006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),3: Mid-Day (10am-3pm),0,N/A,76,9841
All Vehicles - StL All Vehicles Volume,"",'490399721006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,9841
All Vehicles - StL All Vehicles Volume,"",'490399721006',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),3: Mid-Day (10am-3pm),0,N/A,97,9841
All Vehicles - StL All Vehicles Volume,"",'490439641011',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5015
All Vehicles - StL All Vehicles Volume,"",'490439641011',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,5015
All Vehicles - StL All Vehicles Volume,"",'490439641011',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),0: All Day (12am-12am),0,N/A,91,5015
All Vehicles - StL All Vehicles Volume,"",'490439641011',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,2: Weekend Day (Sa-Su),4: Peak PM (3pm-7pm),0,N/A,27,5015
All Vehicles - StL All Vehicles Volume,"",'490451310024',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5750
All Vehicles - StL All Vehicles Volume,"",'490451310024',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,5750
All Vehicles - StL All Vehicles Volume,"",'490451310024',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5750
All Vehicles - StL All Vehicles Volume,"",'490451310024',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,N/A,99,5750
All Vehicles - StL All Vehicles Volume,"",'490490001033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5351
All Vehicles - StL All Vehicles Volume,"",'490490001033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,5351
All Vehicles - StL All Vehicles Volume,"",'490490001033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,5351
All Vehicles - StL All Vehicles Volume,"",'490490001033',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),5: Late PM (7pm-12am),0,N/A,34,5351
All Vehicles - StL All Vehicles Volume,"",'490490002042',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,7359
All Vehicles - StL All Vehicles Volume,"",'490490002042',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),4: Peak PM (3pm-7pm),0,N/A,70,7359
All Vehicles - StL All Vehicles Volume,"",'490490002042',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),0: All Day (12am-12am),0,N/A,264,7359
All Vehicles - StL All Vehicles Volume,"",'490490002042',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,1: Weekday (M-Th),4: Peak PM (3pm-7pm),0,N/A,99,7359
All Vehicles - StL All Vehicles Volume,"",'490490006012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),0: All Day (12am-12am),0,N/A,200,5885
All Vehicles - StL All Vehicles Volume,"",'490490006012',no,N/A,no,Census Block Group,82,UofU Brigham City,no,N/A,no,Input,0: All Days (M-Su),5: Late PM (7pm-12am),0,N/A,27,5885
