mode_of_travel,origin_zone_name,destination_zone_name,day_type,day_part,data_period,o_d_traffic_sample_trip_counts,o_d_traffic_calibrated_trip_volume
All Vehicles - StL All Vehicles Sample Trip Counts,110089_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,169,31.216560509554139
All Vehicles - StL All Vehicles Sample Trip Counts,351095_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,102,18.840764331210192
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350561_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,40,7.3885350318471339
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490447_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110053_5,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490483_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,48,8.86624203821656
All Vehicles - StL All Vehicles Sample Trip Counts,350310_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,71,13.114649681528663
All Vehicles - StL All Vehicles Sample Trip Counts,43031_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,35,6.4649681528662422
All Vehicles - StL All Vehicles Sample Trip Counts,110122_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,122,22.535031847133759
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350775_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,58,10.713375796178344
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350368_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,255,47.101910828025481
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,43093_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,342,63.171974522292992
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351161_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,84,15.51592356687898
All Vehicles - StL All Vehicles Sample Trip Counts,350056_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,34,6.2802547770700636
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350555_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,34,6.2802547770700636
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350241_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,26,4.8025477707006372
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110246_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,65,12.006369426751592
All Vehicles - StL All Vehicles Sample Trip Counts,350583_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,49,9.0509554140127388
All Vehicles - StL All Vehicles Sample Trip Counts,490775_1,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,31,5.7261146496815289
All Vehicles - StL All Vehicles Sample Trip Counts,490488_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,31,5.7261146496815289
All Vehicles - StL All Vehicles Sample Trip Counts,490209_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,31,5.7261146496815289
All Vehicles - StL All Vehicles Sample Trip Counts,350789_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,62,11.452229299363058
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490461_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,36,6.6496815286624207
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350168_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,36,6.6496815286624207
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350430_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,311,57.445859872611464
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350727_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,69,12.745222929936306
All Vehicles - StL All Vehicles Sample Trip Counts,350234_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,135,24.936305732484076
All Vehicles - StL All Vehicles Sample Trip Counts,350698_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,63,11.636942675159236
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,43100_2,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,252,46.547770700636946
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350767_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,38,7.0191082802547768
All Vehicles - StL All Vehicles Sample Trip Counts,570289_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,44,8.1273885350318462
All Vehicles - StL All Vehicles Sample Trip Counts,43005_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,251,46.363057324840767
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350333_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,43,7.9426751592356686
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350573_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,43,7.9426751592356686
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350939_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,35,6.4649681528662422
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490602_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,166,30.662420382165607
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490931_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,22,4.063694267515924
All Vehicles - StL All Vehicles Sample Trip Counts,350479_0,350060_3,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,21,3.878980891719745
All Vehicles - StL All Vehicles Sample Trip Counts,350042_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,17289,3193.5095541401274
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350740_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,39,7.2038216560509554
All Vehicles - StL All Vehicles Sample Trip Counts,350464_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,267,49.318471337579616
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110300_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,37,6.8343949044585983
All Vehicles - StL All Vehicles Sample Trip Counts,490484_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,29,5.3566878980891719
All Vehicles - StL All Vehicles Sample Trip Counts,350641_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,42,7.75796178343949
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351038_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,34,6.2802547770700636
All Vehicles - StL All Vehicles Sample Trip Counts,110051_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,34,6.2802547770700636
All Vehicles - StL All Vehicles Sample Trip Counts,351136_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,26,4.8025477707006372
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351167_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,65,12.006369426751592
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351246_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,39,7.2038216560509554
All Vehicles - StL All Vehicles Sample Trip Counts,350505_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,23,4.2484076433121016
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110181_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,46,8.4968152866242033
All Vehicles - StL All Vehicles Sample Trip Counts,490715_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,89,16.439490445859871
All Vehicles - StL All Vehicles Sample Trip Counts,350338_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,59,10.898089171974522
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351109_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,195,36.019108280254777
All Vehicles - StL All Vehicles Sample Trip Counts,350169_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,407,75.178343949044589
All Vehicles - StL All Vehicles Sample Trip Counts,490548_1,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,53,9.7898089171974529
All Vehicles - StL All Vehicles Sample Trip Counts,490397_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,50,9.2356687898089174
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350953_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,47,8.6815286624203818
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350800_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,339,62.617834394904456
All Vehicles - StL All Vehicles Sample Trip Counts,350358_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,44,8.1273885350318462
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,570391_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,22,4.063694267515924
All Vehicles - StL All Vehicles Sample Trip Counts,110034_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,22,4.063694267515924
All Vehicles - StL All Vehicles Sample Trip Counts,43017_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,43,7.9426751592356686
All Vehicles - StL All Vehicles Sample Trip Counts,490319_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,43,7.9426751592356686
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350115_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,70,12.929936305732484
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490841_2,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,27,4.9872611464968157
All Vehicles - StL All Vehicles Sample Trip Counts,110261_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,54,9.9745222929936315
All Vehicles - StL All Vehicles Sample Trip Counts,350420_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,131,24.197452229299362
All Vehicles - StL All Vehicles Sample Trip Counts,350845_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,99,18.286624203821656
All Vehicles - StL All Vehicles Sample Trip Counts,350494_0,350060_7,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,40,7.3885350318471339
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350571_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,32,5.9108280254777066
All Vehicles - StL All Vehicles Sample Trip Counts,350485_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,32,5.9108280254777066
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490771_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490671_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,50369_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,34,6.2802547770700636
All Vehicles - StL All Vehicles Sample Trip Counts,350060_3,350816_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,23,4.2484076433121016
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350060_2,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,936,172.89171974522293
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490979_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,25,4.6178343949044587
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350251_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,37,6.8343949044585983
All Vehicles - StL All Vehicles Sample Trip Counts,350394_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,37,6.8343949044585983
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490611_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,26,4.8025477707006372
All Vehicles - StL All Vehicles Sample Trip Counts,350488_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,26,4.8025477707006372
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351102_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,52,9.6050955414012744
All Vehicles - StL All Vehicles Sample Trip Counts,351292_2,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,159,29.369426751592357
All Vehicles - StL All Vehicles Sample Trip Counts,43084_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,127,23.458598726114651
All Vehicles - StL All Vehicles Sample Trip Counts,110127_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,242,44.70063694267516
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350892_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,59,10.898089171974522
All Vehicles - StL All Vehicles Sample Trip Counts,43035_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,106,19.579617834394906
All Vehicles - StL All Vehicles Sample Trip Counts,110222_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,50,9.2356687898089174
All Vehicles - StL All Vehicles Sample Trip Counts,351006_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,50,9.2356687898089174
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490359_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,76,14.038216560509554
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490662_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,30,5.54140127388535
All Vehicles - StL All Vehicles Sample Trip Counts,350864_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,30,5.54140127388535
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350897_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,57,10.528662420382165
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350978_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,140,25.859872611464969
All Vehicles - StL All Vehicles Sample Trip Counts,350694_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,27,4.9872611464968157
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,351044_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,102,18.840764331210192
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350379_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350111_0,350060_5,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,351074_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350118_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,71,13.114649681528663
All Vehicles - StL All Vehicles Sample Trip Counts,351084_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,100,18.471337579617835
All Vehicles - StL All Vehicles Sample Trip Counts,43267_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,54,9.9745222929936315
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350309_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,83,15.331210191082803
All Vehicles - StL All Vehicles Sample Trip Counts,350634_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,42,7.75796178343949
All Vehicles - StL All Vehicles Sample Trip Counts,45184_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,77,14.222929936305732
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350186_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,77,14.222929936305732
All Vehicles - StL All Vehicles Sample Trip Counts,351115_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,45,8.3121019108280247
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350311_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,238,43.961783439490446
All Vehicles - StL All Vehicles Sample Trip Counts,350111_0,350060_2,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,37,6.8343949044585983
All Vehicles - StL All Vehicles Sample Trip Counts,490428_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,55,10.159235668789808
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110061_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,55,10.159235668789808
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,29041_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,68,12.560509554140127
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350285_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,49,9.0509554140127388
All Vehicles - StL All Vehicles Sample Trip Counts,490675_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,31,5.7261146496815289
All Vehicles - StL All Vehicles Sample Trip Counts,45200_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,59,10.898089171974522
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110283_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,56,10.343949044585987
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350843_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,41,7.5732484076433124
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490720_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,63,11.636942675159236
All Vehicles - StL All Vehicles Sample Trip Counts,110050_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,73,13.48407643312102
All Vehicles - StL All Vehicles Sample Trip Counts,350719_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,73,13.48407643312102
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490626_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,27,4.9872611464968157
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350558_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,210,38.789808917197455
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350842_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,80,14.777070063694268
All Vehicles - StL All Vehicles Sample Trip Counts,110014_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,51073_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,23,4.2484076433121016
All Vehicles - StL All Vehicles Sample Trip Counts,350769_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,48,8.86624203821656
All Vehicles - StL All Vehicles Sample Trip Counts,350074_0,350060_7,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350985_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,35,6.4649681528662422
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490776_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,29,5.3566878980891719
All Vehicles - StL All Vehicles Sample Trip Counts,350057_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,55,10.159235668789808
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110107_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,21,3.878980891719745
All Vehicles - StL All Vehicles Sample Trip Counts,350721_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,68,12.560509554140127
All Vehicles - StL All Vehicles Sample Trip Counts,350375_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,68,12.560509554140127
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350162_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,127,23.458598726114651
All Vehicles - StL All Vehicles Sample Trip Counts,350402_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,25,4.6178343949044587
All Vehicles - StL All Vehicles Sample Trip Counts,350957_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,50,9.2356687898089174
All Vehicles - StL All Vehicles Sample Trip Counts,350795_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,293,54.121019108280258
All Vehicles - StL All Vehicles Sample Trip Counts,350775_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,63,11.636942675159236
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350614_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,47,8.6815286624203818
All Vehicles - StL All Vehicles Sample Trip Counts,350783_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,76,14.038216560509554
All Vehicles - StL All Vehicles Sample Trip Counts,490439_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,44,8.1273885350318462
All Vehicles - StL All Vehicles Sample Trip Counts,350492_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,27,4.9872611464968157
All Vehicles - StL All Vehicles Sample Trip Counts,350875_0,350060_5,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,27,4.9872611464968157
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,490367_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,350707_0,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,24,4.43312101910828
All Vehicles - StL All Vehicles Sample Trip Counts,570173_0,350060_1,1: Weekday (Tu-Th),0: All Day (12am-12am),1. All year,37,6.8343949044585983
