mode_of_travel,origin_zone_name,destination_zone_name,day_type,day_part,data_period,o_d_traffic_sample_trip_counts,o_d_traffic_calibrated_trip_volume
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110019_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,24,17.846153846153847
All Vehicles - StL All Vehicles Sample Trip Counts,110254_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,31,23.051282051282051
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110031_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,51,37.92307692307692
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570182_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110205_1,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,87,64.6923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110085_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,52,38.666666666666664
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570415_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,350676_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,25,18.589743589743591
All Vehicles - StL All Vehicles Sample Trip Counts,110275_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,34,25.282051282051281
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110166_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,47,34.948717948717949
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110226_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,90,66.92307692307692
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110153_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110184_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110056_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,28,20.820512820512821
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110141_1,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110207_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,21,15.615384615384615
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,18 TO WY 0080P,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,22,16.358974358974358
All Vehicles - StL All Vehicles Sample Trip Counts,110100_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,31,23.051282051282051
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110190_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,28,20.820512820512821
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110203_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110107_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,23,17.102564102564102
All Vehicles - StL All Vehicles Sample Trip Counts,110282_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,24,17.846153846153847
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110227_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,67,49.820512820512818
All Vehicles - StL All Vehicles Sample Trip Counts,351084_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110206_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,113,84.025641025641022
All Vehicles - StL All Vehicles Sample Trip Counts,351199_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110175_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,33,24.53846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110207_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,28,20.820512820512821
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110187_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,49,36.435897435897438
All Vehicles - StL All Vehicles Sample Trip Counts,110148_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110184_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,22,16.358974358974358
All Vehicles - StL All Vehicles Sample Trip Counts,110190_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,31,23.051282051282051
All Vehicles - StL All Vehicles Sample Trip Counts,110162_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,56,41.641025641025642
All Vehicles - StL All Vehicles Sample Trip Counts,110105_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,570101_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110199_2,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,54,40.153846153846153
All Vehicles - StL All Vehicles Sample Trip Counts,110179_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,42,31.23076923076923
All Vehicles - StL All Vehicles Sample Trip Counts,110098_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,41,30.487179487179485
All Vehicles - StL All Vehicles Sample Trip Counts,110216_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,20,14.871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110209_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,36,26.76923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110287_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,54,40.153846153846153
All Vehicles - StL All Vehicles Sample Trip Counts,110295_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,46,34.205128205128204
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110194_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,226,168.05128205128204
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110224_1,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110142_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,23,17.102564102564102
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110149_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,29,21.564102564102566
All Vehicles - StL All Vehicles Sample Trip Counts,110126_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,114,84.769230769230774
All Vehicles - StL All Vehicles Sample Trip Counts,110110_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110130_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,64,47.589743589743591
All Vehicles - StL All Vehicles Sample Trip Counts,350823_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,22,16.358974358974358
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110195_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,79,58.743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110085_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,39,29.0
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110255_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,26,19.333333333333332
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570290_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,97,72.128205128205124
All Vehicles - StL All Vehicles Sample Trip Counts,110091_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110284_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,23,17.102564102564102
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110029_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110221_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,111,82.538461538461533
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110028_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,570356_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,23,17.102564102564102
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110287_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,46,34.205128205128204
All Vehicles - StL All Vehicles Sample Trip Counts,110140_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,59,43.871794871794869
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570140_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110171_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,56,41.641025641025642
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110201_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,42,31.23076923076923
All Vehicles - StL All Vehicles Sample Trip Counts,110139_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,59,43.871794871794869
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110106_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,20,14.871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110056_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,29,21.564102564102566
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110115_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110197_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,96,71.384615384615387
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110271_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110177_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,45,33.46153846153846
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110120_1,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,570377_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,21,15.615384615384615
All Vehicles - StL All Vehicles Sample Trip Counts,350800_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,21,15.615384615384615
All Vehicles - StL All Vehicles Sample Trip Counts,110234_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110222_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,32,23.794871794871796
All Vehicles - StL All Vehicles Sample Trip Counts,570179_1,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,20,14.871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110224_1,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,25,18.589743589743591
All Vehicles - StL All Vehicles Sample Trip Counts,110121_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,47,34.948717948717949
All Vehicles - StL All Vehicles Sample Trip Counts,110142_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,32,23.794871794871796
All Vehicles - StL All Vehicles Sample Trip Counts,110106_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,24,17.846153846153847
All Vehicles - StL All Vehicles Sample Trip Counts,110247_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,25,18.589743589743591
All Vehicles - StL All Vehicles Sample Trip Counts,110046_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110226_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,54,40.153846153846153
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110176_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,42,31.23076923076923
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110256_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110157_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,30,22.307692307692307
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110250_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110205_1,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,75,55.769230769230766
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110033_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,31,23.051282051282051
All Vehicles - StL All Vehicles Sample Trip Counts,350046_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,20,14.871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350841_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,22,16.358974358974358
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110282_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110057_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,110019_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,21,15.615384615384615
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110129_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,32,23.794871794871796
All Vehicles - StL All Vehicles Sample Trip Counts,110249_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,26,19.333333333333332
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110154_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,35,26.025641025641026
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110295_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,47,34.948717948717949
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570101_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,28,20.820512820512821
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110196_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,235,174.74358974358975
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110170_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,22,16.358974358974358
All Vehicles - StL All Vehicles Sample Trip Counts,110203_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,36,26.76923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,570290_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,101,75.1025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570417_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45140_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,16,11.897435897435898
All Vehicles - StL All Vehicles Sample Trip Counts,110133_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110140_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,72,53.53846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110149_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,26,19.333333333333332
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110212_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,43,31.974358974358974
All Vehicles - StL All Vehicles Sample Trip Counts,110187_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,55,40.8974358974359
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110283_1,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110092_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350823_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,350696_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110101_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110189_1,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,24,17.846153846153847
All Vehicles - StL All Vehicles Sample Trip Counts,110089_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,40,29.743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110266_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,18,13.384615384615385
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110091_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,17,12.641025641025641
All Vehicles - StL All Vehicles Sample Trip Counts,110119_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110255_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,19,14.128205128205128
All Vehicles - StL All Vehicles Sample Trip Counts,110182_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,27,20.076923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110153_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,25,18.589743589743591
All Vehicles - StL All Vehicles Sample Trip Counts,110299_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,34,25.282051282051281
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110206_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,82,60.974358974358971
All Vehicles - StL All Vehicles Sample Trip Counts,110124_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,29,21.564102564102566
All Vehicles - StL All Vehicles Sample Trip Counts,110132_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,25,18.589743589743591
All Vehicles - StL All Vehicles Sample Trip Counts,110197_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,81,60.230769230769234
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110122_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,24,17.846153846153847
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110098_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,36,26.76923076923077
All Vehicles - StL All Vehicles Sample Trip Counts,110122_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),5. Jun-Aug,42,31.23076923076923
