,SpecGen,daytype_code,daypart_code,dataper_code,Volume,Counts,day_type,day_part,data_period
71,SLCC_HM,2,0,1,3616.634615384683,12970,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
72,SLCC_JD,2,0,1,1677.538461538502,6016,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
73,SLCC_LB,2,0,1,2706.2019230770347,9705,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
74,SLCC_MAIN,2,0,1,5880.028846153124,21087,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
75,SLCC_MEAD,2,0,1,617.9230769230657,2216,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
76,SLCC_ML,2,0,1,1578.82692307699,5662,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
77,SLCC_SC,2,0,1,5400.971153845835,19369,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
78,SLCC_WEST,2,0,1,1291.8942307692562,4633,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
79,SLCC_WVC,2,0,1,20081.384615385505,72016,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
80,SLC_Library,2,0,1,2299.923076923196,8248,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
81,TempleSquare,2,0,1,11541.442307691228,41390,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
82,UOFU_MAIN,2,0,1,20694.28846153834,74214,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
83,UOFU_MED,2,0,1,13402.182692303955,48063,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
84,UOFU_SAND,2,0,1,12051.173076922232,43218,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
85,USU_BRIG,2,0,1,3627.509615384687,13009,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
86,USU_KAY,2,0,1,5799.999999999542,20800,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
87,USU_OREM,2,0,1,5084.201923076552,18233,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
88,USU_SL,2,0,1,7925.923076922643,28424,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
89,UVU_GENEVA,2,0,1,7921.182692306674,28407,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
90,UVU_MAIN,2,0,1,10056.30769230426,36064,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
91,UVU_PAYSON,2,0,1,538.1730769230716,1930,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
92,UVU_THANKP,2,0,1,1871.894230769281,6713,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
93,UVU_VINE,2,0,1,220.56730769231038,791,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
94,WESTMIN,2,0,1,2256.144230769322,8091,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
95,WSU_DAVIS,2,0,1,8699.16346153767,31197,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
96,WSU_FARM,2,0,1,33276.66346154106,119337,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
97,WSU_MAIN,2,0,1,7891.903846152472,28302,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
98,WSU_WEST,2,0,1,6243.086538461238,22389,2: Weekend Day (Sa-Su),0: All Day (12am-12am),1. All year
594,Airport,0,0,2,61060.934065940426,191605,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
595,BYU,0,0,2,72478.32967033361,227432,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
596,ENSIGN,0,0,2,4047.571428571362,12701,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
597,Lagoon,0,0,2,8775.846153845952,27538,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
598,SLCC_AIRP,0,0,2,11471.8901098902,35998,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
599,SLCC_HM,0,0,2,3739.0879120878676,11733,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
600,SLCC_JD,0,0,2,5229.560439560344,16410,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
601,SLCC_LB,0,0,2,3776.373626373577,11850,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
602,SLCC_MAIN,0,0,2,13753.32967033,43157,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
603,SLCC_MEAD,0,0,2,2390.428571428548,7501,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
604,SLCC_ML,0,0,2,6203.769230768965,19467,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
605,SLCC_SC,0,0,2,8819.824175823964,27676,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
606,SLCC_WEST,0,0,2,3969.175824175771,12455,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
607,SLCC_WVC,0,0,2,19169.318681318862,60152,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
608,SLC_Library,0,0,2,2135.1648351648128,6700,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
609,TempleSquare,0,0,2,12976.384615384815,40719,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
610,UOFU_MAIN,0,0,2,51057.84615385098,160216,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
611,UOFU_MED,0,0,2,32117.340659340985,100782,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
612,UOFU_SAND,0,0,2,14276.923076923365,44800,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
613,USU_BRIG,0,0,2,4344.901098901043,13634,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
614,USU_KAY,0,0,2,7659.186813186684,24034,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
615,USU_OREM,0,0,2,6018.296703296632,18885,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
616,USU_SL,0,0,2,12029.582417582544,37748,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
617,UVU_GENEVA,0,0,2,11403.054945055163,35782,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
618,UVU_MAIN,0,0,2,37016.74725274841,116156,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
619,UVU_PAYSON,0,0,2,619.8351648351684,1945,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
620,UVU_THANKP,0,0,2,3943.6813186812656,12375,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
621,UVU_VINE,0,0,2,559.2857142857179,1755,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
622,WESTMIN,0,0,2,3851.9010989010485,12087,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
623,WSU_DAVIS,0,0,2,15979.000000000267,50141,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
624,WSU_FARM,0,0,2,34323.25274725276,107704,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
625,WSU_MAIN,0,0,2,24012.956043956143,75351,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
626,WSU_WEST,0,0,2,7096.076923076834,22267,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov
627,Airport,1,0,2,63801.48717947792,85802,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
628,BYU,1,0,2,89004.7179487128,119696,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
629,ENSIGN,1,0,2,5690.692307692409,7653,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
630,Lagoon,1,0,2,2656.8461538461834,3573,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
631,SLCC_AIRP,1,0,2,15149.897435897685,20374,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
632,SLCC_HM,1,0,2,3886.000000000034,5226,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
633,SLCC_JD,1,0,2,7850.8205128206055,10558,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
634,SLCC_LB,1,0,2,4390.1538461539085,5904,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
635,SLCC_MAIN,1,0,2,19331.102564103043,25997,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
636,SLCC_MEAD,1,0,2,3140.9230769231267,4224,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
637,SLCC_ML,1,0,2,8688.102564102806,11684,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
638,SLCC_SC,1,0,2,11288.435897436195,15181,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
639,SLCC_WEST,1,0,2,5728.615384615464,7704,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
640,SLCC_WVC,1,0,2,18088.56410256428,24326,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
641,SLC_Library,1,0,2,2382.4615384615677,3204,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
642,TempleSquare,1,0,2,13461.205128205453,18103,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
643,UOFU_MAIN,1,0,2,60789.94871794022,81752,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
644,UOFU_MED,1,0,2,41380.025641021944,55649,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
645,UOFU_SAND,1,0,2,15069.58974358998,20266,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
646,USU_BRIG,1,0,2,4671.2307692308095,6282,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
647,USU_KAY,1,0,2,8578.794871794946,11537,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
648,USU_OREM,1,0,2,6181.461538461596,8313,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
649,USU_SL,1,0,2,14139.358974359206,19015,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
650,UVU_GENEVA,1,0,2,12864.846153846482,17301,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
651,UVU_MAIN,1,0,2,51568.69230768691,69351,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
652,UVU_PAYSON,1,0,2,736.897435897434,991,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
653,UVU_THANKP,1,0,2,4886.871794871875,6572,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
654,UVU_VINE,1,0,2,777.7948717948694,1046,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
655,WESTMIN,1,0,2,4593.897435897485,6178,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
656,WSU_DAVIS,1,0,2,19523.69230769244,26256,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
657,WSU_FARM,1,0,2,31691.051282051798,42619,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
658,WSU_MAIN,1,0,2,30962.33333333437,41639,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
659,WSU_WEST,1,0,2,7506.538461538521,10095,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov
660,Airport,2,0,2,52917.19230768642,47443,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
661,BYU,2,0,2,39995.46153845783,35858,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
662,ENSIGN,2,0,2,1420.999999999998,1274,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
663,Lagoon,2,0,2,17659.884615384854,15833,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
664,SLCC_AIRP,2,0,2,4888.730769230799,4383,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
665,SLCC_HM,2,0,2,3619.4230769230862,3245,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
666,SLCC_JD,2,0,2,1921.807692307687,1723,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
667,SLCC_LB,2,0,2,2460.5384615384596,2206,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
668,SLCC_MAIN,2,0,2,5216.653846153913,4677,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
669,SLCC_MEAD,2,0,2,639.1153846153888,573,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
670,SLCC_ML,2,0,2,1786.846153846141,1602,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
671,SLCC_SC,2,0,2,4682.384615384676,4198,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
672,SLCC_WEST,2,0,2,1235.8461538461565,1108,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
673,SLCC_WVC,2,0,2,20295.538461538315,18196,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
674,SLC_Library,2,0,2,1956.3846153846087,1754,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
675,TempleSquare,2,0,2,11675.846153846513,10468,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
676,UOFU_MAIN,2,0,2,34016.999999996675,30498,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
677,UOFU_MED,2,0,2,13781.692307693067,12356,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
678,UOFU_SAND,2,0,2,12167.730769230973,10909,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
679,USU_BRIG,2,0,2,3713.1153846153925,3329,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
680,USU_KAY,2,0,2,5899.269230769273,5289,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
681,USU_OREM,2,0,2,5438.615384615422,4876,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
682,USU_SL,2,0,2,7805.46153846163,6998,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
683,UVU_GENEVA,2,0,2,8646.461538461717,7752,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
684,UVU_MAIN,2,0,2,10551.53846153884,9460,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
685,UVU_PAYSON,2,0,2,496.3461538461552,445,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
686,UVU_THANKP,2,0,2,1829.2307692307634,1640,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
687,UVU_VINE,2,0,2,229.7692307692305,206,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
688,WESTMIN,2,0,2,2441.576923076921,2189,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
689,WSU_DAVIS,2,0,2,9401.576923077027,8429,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
690,WSU_FARM,2,0,2,34812.26923076792,31211,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
691,WSU_MAIN,2,0,2,11563.19230769271,10367,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
692,WSU_WEST,2,0,2,6420.153846153885,5756,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov
1188,Airport,0,0,3,65854.48888889587,204376,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1189,BYU,0,0,3,56276.43333333754,174651,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1190,ENSIGN,0,0,3,4078.366666666641,12657,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1191,Lagoon,0,0,3,1333.999999999995,4140,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1192,SLCC_AIRP,0,0,3,10999.699999999992,34137,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1193,SLCC_HM,0,0,3,3140.3777777777636,9746,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1194,SLCC_JD,0,0,3,4263.96666666663,13233,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1195,SLCC_LB,0,0,3,3842.177777777748,11924,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1196,SLCC_MAIN,0,0,3,12127.477777777907,37637,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1197,SLCC_MEAD,0,0,3,2165.3333333333403,6720,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1198,SLCC_ML,0,0,3,5330.844444444259,16544,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1199,SLCC_SC,0,0,3,8381.322222221948,26011,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1200,SLCC_WEST,0,0,3,3436.4999999999773,10665,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1201,SLCC_WVC,0,0,3,18523.26666666685,57486,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1202,SLC_Library,0,0,3,2179.8333333333358,6765,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1203,TempleSquare,0,0,3,14389.155555555772,44656,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1204,UOFU_MAIN,0,0,3,36702.40000000093,113904,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1205,UOFU_MED,0,0,3,29069.92222222184,90217,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1206,UOFU_SAND,0,0,3,14401.40000000024,44694,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1207,USU_BRIG,0,0,3,4213.699999999971,13077,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1208,USU_KAY,0,0,3,6544.3333333332375,20310,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1209,USU_OREM,0,0,3,5762.944444444377,17885,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1210,USU_SL,0,0,3,11541.67777777781,35819,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1211,UVU_GENEVA,0,0,3,10121.322222222196,31411,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1212,UVU_MAIN,0,0,3,29617.377777777307,91916,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1213,UVU_PAYSON,0,0,3,687.944444444438,2135,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1214,UVU_THANKP,0,0,3,3857.9666666666394,11973,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1215,UVU_VINE,0,0,3,336.39999999999856,1044,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
1216,WESTMIN,0,0,3,3358.844444444434,10424,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb
