mode_of_travel,origin_zone_name,destination_zone_name,day_type,day_part,data_period,o_d_traffic_sample_trip_counts,o_d_traffic_calibrated_trip_volume
All Vehicles - StL All Vehicles Sample Trip Counts,110208_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570097_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110205_1,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110120_1,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570377_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110258_1,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110130_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110075_0,110200_0,1: Weekday (Tu-Th),1: Early AM (12am-6am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110166_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110140_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110177_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110179_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110129_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110162_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570356_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110194_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110098_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110071_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110198_1,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110205_1,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110180_3,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110293_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110198_1,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110197_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110269_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570357_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570384_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110142_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110158_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110127_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110187_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570364_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110166_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110180_4,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110142_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110180_4,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110299_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110222_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110150_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110171_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110197_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110209_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110084_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,350494_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110082_6,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110195_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110213_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570167_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110166_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110150_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110244_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110261_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110207_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110221_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110116_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110115_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110129_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110157_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110271_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110180_1,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110184_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110293_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110287_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570398_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110198_1,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110171_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110166_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110111_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,350494_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110175_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110188_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110098_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110271_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110161_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110175_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110122_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110099_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,570357_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110019_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110212_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,9,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350668_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110238_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110089_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110259_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110195_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110122_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,4,2.9
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110192_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110189_1,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110180_1,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110195_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110117_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,18,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110193_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110189_1,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),3. Dec-Feb,18,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110192_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110187_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110075_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,18,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110198_1,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,43204_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,43204_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110139_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,43204_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),3. Dec-Feb,18,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110205_1,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110117_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110184_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110139_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110293_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110197_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110180_1,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110293_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110287_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,18,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110208_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110176_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110197_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110192_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110206_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110126_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110101_0,110200_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110123_0,0: All Days (Mo-Su),0: All Day (12am-12am),3. Dec-Feb,18,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110198_1,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110271_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110192_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110140_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110227_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,8,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110188_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),3. Dec-Feb,5,5.8
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110247_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110154_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110254_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110134_1,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110188_0,110200_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570249_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110212_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110071_0,1: Weekday (Tu-Th),1: Early AM (12am-6am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110211_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110209_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490118_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110110_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350471_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,350226_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110149_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,350729_1,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110217_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,570312_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350755_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,50310_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110096_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110080_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110154_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570301_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110162_0,110200_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110204_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570246_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,570356_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110080_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110035_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110187_0,110200_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110177_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,570398_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110286_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110291_1,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570232_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110150_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110100_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110081_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350322_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350886_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,350579_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,350060_1,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110187_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,350930_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110252_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110268_0,1: Weekday (Tu-Th),0: All Day (12am-12am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110113_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110174_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570353_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110274_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),3. Dec-Feb,1,0.725
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110097_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),3. Dec-Feb,1,0.725
