mode_of_travel,origin_zone_name,destination_zone_name,day_type,day_part,data_period,o_d_traffic_sample_trip_counts,o_d_traffic_calibrated_trip_volume
All Vehicles - StL All Vehicles Sample Trip Counts,110190_0,110200_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,10,3.1868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490649_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,5,1.5934065934065933
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490931_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,5,1.5934065934065933
All Vehicles - StL All Vehicles Sample Trip Counts,110022_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,9,10.038461538461538
All Vehicles - StL All Vehicles Sample Trip Counts,350633_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490825_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45240_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,45195_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,30019_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,490326_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,351145_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351167_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570250_1,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110158_0,0: All Days (Mo-Su),1: Early AM (12am-6am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,43148_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110020_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110231_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,490811_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110022_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45213_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490400_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,350901_0,110200_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,570392_1,110200_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350741_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350920_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350189_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,50237_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,570071_0,110200_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,570345_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110244_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570168_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,350340_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350787_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,50097_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110298_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110143_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350719_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,30067_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,1,0.31868131868131866
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110025_0,0: All Days (Mo-Su),1: Early AM (12am-6am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350804_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,57050_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,350194_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490436_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110160_0,110200_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110313_1,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350734_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,51195_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110015_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570397_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110253_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570350_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,30065_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45213_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,350841_0,110200_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110082_5,0: All Days (Mo-Su),2: Peak AM (6am-9am),2. Sep-Nov,4,1.2747252747252746
All Vehicles - StL All Vehicles Sample Trip Counts,350468_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,4,1.2747252747252746
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45050_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,350355_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,45019_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570227_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,350415_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570318_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570019_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,3232_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,3,0.95604395604395609
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570398_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,6,1.9120879120879122
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490602_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,6,1.9120879120879122
All Vehicles - StL All Vehicles Sample Trip Counts,570244_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,350826_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110148_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570019_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),2. Sep-Nov,3,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110069_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350851_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,490308_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110064_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),2. Sep-Nov,3,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490421_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350682_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,7,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,351262_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110120_1,110200_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,4,4.4615384615384617
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570332_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,8,8.9230769230769234
All Vehicles - StL All Vehicles Sample Trip Counts,491267_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,350427_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350634_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570337_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350913_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350772_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,50097_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110242_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,351115_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110228_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,570125_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350335_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110028_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,570135_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,350336_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570364_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350601_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,490673_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351222_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350733_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570345_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,30043_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,570258_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350951_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350477_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110198_1,1: Weekday (Tu-Th),2: Peak AM (6am-9am),2. Sep-Nov,4,2.9743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110039_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov,4,2.9743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110231_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350248_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110031_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351167_0,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,351143_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,350779_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570287_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110253_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570083_0,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110132_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),2. Sep-Nov,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45190_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),2. Sep-Nov,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110216_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110163_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),2. Sep-Nov,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110233_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,570375_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),2. Sep-Nov,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,3088_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),2. Sep-Nov,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570349_1,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,5,1.5934065934065933
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110067_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,5,5.5769230769230766
All Vehicles - StL All Vehicles Sample Trip Counts,110028_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,10,11.153846153846153
All Vehicles - StL All Vehicles Sample Trip Counts,110188_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),2. Sep-Nov,4,1.2747252747252746
All Vehicles - StL All Vehicles Sample Trip Counts,350708_0,110200_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,4,1.2747252747252746
All Vehicles - StL All Vehicles Sample Trip Counts,351082_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,12,3.8241758241758244
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110055_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),2. Sep-Nov,4,4.4615384615384617
All Vehicles - StL All Vehicles Sample Trip Counts,110251_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,4,4.4615384615384617
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570411_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350490_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,45033_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351184_0,0: All Days (Mo-Su),0: All Day (12am-12am),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,490493_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,2,0.63736263736263732
All Vehicles - StL All Vehicles Sample Trip Counts,110183_0,110200_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),2. Sep-Nov,12,3.8241758241758244
All Vehicles - StL All Vehicles Sample Trip Counts,350598_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),2. Sep-Nov,6,1.9120879120879122
