mode_of_travel,origin_zone_name,destination_zone_name,day_type,day_part,data_period,o_d_traffic_sample_trip_counts,o_d_traffic_calibrated_trip_volume
All Vehicles - StL All Vehicles Sample Trip Counts,490251_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,350870_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350528_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,351017_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,570348_0,110200_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,50247_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570357_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570110_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570345_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110167_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570359_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490254_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490207_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490549_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490210_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,45030_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,50168_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490691_1,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,0.31521739130434784
All Vehicles - StL All Vehicles Sample Trip Counts,351111_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110023_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,350975_0,110200_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570019_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,350391_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110025_0,110200_0,0: All Days (Mo-Su),2: Peak AM (6am-9am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350984_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570228_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,351152_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570408_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490526_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350783_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,4,1.2608695652173914
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,50260_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,4,1.2608695652173914
All Vehicles - StL All Vehicles Sample Trip Counts,570126_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,570412_0,110200_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,570332_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350406_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,3,3.3461538461538463
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570309_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,3,0.94565217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,570316_0,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,3,0.94565217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570407_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,3,0.94565217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570330_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,3,0.94565217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,350649_0,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,3,0.94565217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350935_1,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,3,0.94565217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,110085_0,110200_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,7,2.2065217391304346
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350484_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,490396_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,350636_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110153_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,3,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110126_0,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110110_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,3,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570180_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110277_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350581_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350870_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,350706_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,4,4.4615384615384617
All Vehicles - StL All Vehicles Sample Trip Counts,490466_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,4,4.4615384615384617
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350661_2,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110275_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,490322_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,491141_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350597_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350766_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110083_2,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110218_0,110200_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110075_0,110200_0,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,530044_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490210_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570004_0,2: Weekend Day (Sa-Su),1: Early AM (12am-6am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350581_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110035_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350937_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570164_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110105_0,110200_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,570204_0,110200_0,2: Weekend Day (Sa-Su),2: Peak AM (6am-9am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,490487_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,50480_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,350671_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,45115_0,110200_0,2: Weekend Day (Sa-Su),0: All Day (12am-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490202_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351225_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,1,1.1153846153846154
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110014_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,11,3.4673913043478262
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110181_0,2: Weekend Day (Sa-Su),5: Late PM (6pm-12am),4. Mar-May,7,7.8076923076923075
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110055_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110154_0,110200_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,350712_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351195_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110212_0,110200_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110105_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110158_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110299_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110020_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,350682_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110143_0,110200_0,1: Weekday (Tu-Th),1: Early AM (12am-6am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350817_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110234_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,490211_0,110200_0,1: Weekday (Tu-Th),2: Peak AM (6am-9am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110221_0,110200_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350648_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350954_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350733_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,490863_0,110200_0,1: Weekday (Tu-Th),5: Late PM (6pm-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490465_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351124_0,1: Weekday (Tu-Th),4: Peak PM (3pm-6pm),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,351143_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,490884_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,1,0.74358974358974361
All Vehicles - StL All Vehicles Sample Trip Counts,110247_0,110200_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110101_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110111_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,11,8.1794871794871788
All Vehicles - StL All Vehicles Sample Trip Counts,110106_0,110200_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,5,1.576086956521739
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110182_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,5,1.576086956521739
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350401_1,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,15,4.7282608695652177
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110174_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,15,4.7282608695652177
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350196_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,5,5.5769230769230766
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110167_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,16,5.0434782608695654
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350919_0,0: All Days (Mo-Su),5: Late PM (6pm-12am),4. Mar-May,4,1.2608695652173914
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570316_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,4,1.2608695652173914
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110015_0,0: All Days (Mo-Su),4: Peak PM (3pm-6pm),4. Mar-May,4,1.2608695652173914
All Vehicles - StL All Vehicles Sample Trip Counts,110074_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,4,4.4615384615384617
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110161_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,4,2.9743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110258_1,110200_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,8,2.5217391304347827
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350315_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110254_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,350871_2,110200_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350466_0,0: All Days (Mo-Su),0: All Day (12am-12am),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110044_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,2,0.63043478260869568
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,350924_0,2: Weekend Day (Sa-Su),4: Peak PM (3pm-6pm),4. Mar-May,2,2.2307692307692308
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,570343_0,1: Weekday (Tu-Th),0: All Day (12am-12am),4. Mar-May,4,2.9743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110222_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,4,2.9743589743589745
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110081_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,2,1.4871794871794872
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110208_0,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,10,3.1521739130434785
All Vehicles - StL All Vehicles Sample Trip Counts,351120_0,110200_0,1: Weekday (Tu-Th),3: Mid-Day (9am-3pm),4. Mar-May,8,5.9487179487179489
All Vehicles - StL All Vehicles Sample Trip Counts,110200_0,110199_2,0: All Days (Mo-Su),3: Mid-Day (9am-3pm),4. Mar-May,9,2.8369565217391304
All Vehicles - StL All Vehicles Sample Trip Counts,110034_0,110200_0,2: Weekend Day (Sa-Su),3: Mid-Day (9am-3pm),4. Mar-May,9,10.038461538461538
